Dates,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Category
5/14/2012 11:39,SUSPICIOUS OCCURRENCE,Monday,CENTRAL,NONE,600 Block of CLAY ST,-122.4039727,37.79450338,SUSPICIOUS OCC
11/2/2003 22:40,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.4094204,37.78161503,OTHER OFFENSES
6/24/2009 8:16,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of HYDE ST,-122.4157217,37.78306799,ASSAULT
10/18/2006 23:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,NONE,46TH AV / JUDAH ST,-122.5059285,37.76042174,VANDALISM
3/7/2009 19:07,POSSESSION OF MARIJUANA,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624,DRUG/NARCOTIC
1/10/2015 7:43,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of 10TH ST,-122.4172576,37.77626951,OTHER OFFENSES
10/7/2012 20:45,GAMBLING,Sunday,MISSION,"ARREST, BOOKED",25TH ST / TREAT AV,-122.4128386,37.75096788,GAMBLING
1/7/2013 19:00,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE,300 Block of BAY ST,-122.4128038,37.80577399,LARCENY/THEFT
7/25/2011 7:45,"AIDED CASE, DOG BITE",Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.3977444,37.72993469,NON-CRIMINAL
4/30/2012 8:20,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,"ARREST, BOOKED",900 Block of PENNSYLVANIA AV,-122.3927443,37.75436176,VANDALISM
3/8/2015 12:00,CHILD ABUSE (PHYSICAL),Sunday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.4183383,37.77266418,ASSAULT
8/13/2010 23:52,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,PSYCHOPATHIC CASE,2200 Block of 3RD ST,-122.3884863,37.76112357,NON-CRIMINAL
10/1/2007 8:00,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,1000 Block of WISCONSIN ST,-122.3985807,37.75428768,ASSAULT
1/12/2013 19:50,BATTERY OF A POLICE OFFICER,Saturday,BAYVIEW,"ARREST, BOOKED",600 Block of JAMESTOWN AV,-122.3878337,37.71310723,ASSAULT
6/15/2014 14:39,ENROUTE TO OUTSIDE JURISDICTION,Sunday,NORTHERN,"ARREST, BOOKED",200 Block of MYRTLE ST,-122.422173,37.78516672,WARRANTS
5/31/2014 22:00,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,100 Block of FELL ST,-122.4203321,37.77620758,LARCENY/THEFT
5/30/2012 17:26,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,NORTHERN,"ARREST, BOOKED",1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,WARRANTS
4/25/2010 2:07,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED",BROADWAY ST / STOCKTON ST,-122.408623,37.79762656,OTHER OFFENSES
3/7/2006 12:52,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.4130699,37.78202043,OTHER OFFENSES
7/28/2013 17:35,PROBATION VIOLATION,Sunday,MISSION,"ARREST, BOOKED",1300 Block of CASTRO ST,-122.4339783,37.75089603,OTHER OFFENSES
5/3/2003 22:53,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Saturday,NORTHERN,"ARREST, BOOKED",1600 Block of BUSH ST,-122.424442,37.78822718,BURGLARY
5/22/2010 10:06,INTERFERRING WITH A POLICE OFFICER,Saturday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,OTHER OFFENSES
10/19/2014 18:30,BATTERY,Sunday,CENTRAL,"ARREST, BOOKED",900 Block of HYDE ST,-122.4170443,37.78959528,ASSAULT
10/20/2013 2:40,FALSE IMPRISONMENT,Sunday,INGLESIDE,"ARREST, BOOKED",SUNNYDALE AV / HAHN ST,-122.4160002,37.71191554,KIDNAPPING
11/27/2013 16:30,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.40307,37.78526863,WARRANTS
1/11/2011 0:01,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
10/28/2003 15:13,WARRANT ARREST,Tuesday,BAYVIEW,"ARREST, BOOKED",5100 Block of 3RD ST,-122.392073,37.73126287,WARRANTS
4/21/2010 23:30,"ROBBERY ON THE STREET, STRONGARM",Wednesday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,1000 Block of MARKET ST,-122.4113396,37.78127074,ROBBERY
4/14/2008 17:55,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,MISSION,NONE,2800 Block of 24TH ST,-122.4086647,37.75287877,DRUNKENNESS
5/3/2007 11:18,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,PSYCHOPATHIC CASE,TURK ST / HYDE ST,-122.4156949,37.7825852,NON-CRIMINAL
5/19/2013 13:01,CARRYING A CONCEALED WEAPON,Sunday,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.4461437,37.77005272,WEAPON LAWS
10/12/2004 20:35,DOMESTIC VIOLENCE,Tuesday,BAYVIEW,"ARREST, BOOKED",3RD ST / LA SALLE AV,-122.3898656,37.73716994,SECONDARY CODES
2/20/2015 0:01,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 13TH ST,-122.4177567,37.76981424,WARRANTS
4/1/2008 8:10,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE,400 Block of DAY ST,-122.4325719,37.74248251,OTHER OFFENSES
7/8/2014 13:39,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE,1500 Block of LAKE ST,-122.4760541,37.78620918,SUSPICIOUS OCC
8/23/2013 21:53,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,VANDALISM
3/9/2005 9:00,"VEHICLE, RECOVERED, AUTO",Wednesday,MISSION,NONE,200 Block of DORLAND ST,-122.4295684,37.76213915,VEHICLE THEFT
4/17/2015 20:00,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,LARKIN ST / FILBERT ST,-122.4208845,37.79990243,VEHICLE THEFT
9/18/2009 9:20,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,TARAVAL,"ARREST, BOOKED",1300 Block of 38TH AV,-122.4973483,37.76171888,DRUG/NARCOTIC
10/18/2003 5:30,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / CARROLL AV,-122.403403,37.73065883,WARRANTS
1/29/2005 10:00,VIOLATION OF RESTRAINING ORDER,Saturday,MISSION,NONE,800 Block of GUERRERO ST,-122.4234831,37.75715853,OTHER OFFENSES
9/2/2014 19:00,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,0 Block of BRYANT ST,-122.3883336,37.78704935,LARCENY/THEFT
7/3/2010 9:23,THREATS AGAINST LIFE,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of KISSLING ST,-122.4147528,37.77292384,ASSAULT
12/1/2005 11:50,PAROLE VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.4137984,37.78562979,OTHER OFFENSES
7/3/2010 17:00,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294,BURGLARY
6/28/2010 3:00,"CREDIT CARD, THEFT BY USE OF",Monday,TARAVAL,NONE,ULLOA ST / 37TH AV,-122.484132,37.74080376,FRAUD
6/11/2013 15:13,POSS OF LOADED FIREARM,Tuesday,RICHMOND,"ARREST, BOOKED",2700 Block of PINE ST,-122.4410878,37.78695013,WEAPON LAWS
12/16/2010 8:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,NORTHERN,NONE,0 Block of BANNECKER WY,-122.4287043,37.77738489,VANDALISM
3/8/2009 11:30,GRAND THEFT FROM PERSON,Sunday,TARAVAL,NONE,300 Block of ARBALLO DR,-122.4831062,37.72012459,LARCENY/THEFT
11/29/2003 19:00,"MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION",Saturday,BAYVIEW,NONE,1700 Block of NEWCOMB AV,-122.3926438,37.73678488,VANDALISM
8/21/2009 22:25,SALE OF CONTROLLED SUBSTANCE,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / JONES ST,-122.4124143,37.7830038,DRUG/NARCOTIC
9/21/2010 17:45,MISCELLANEOUS STATE FELONY,Tuesday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4351501,37.76175972,OTHER OFFENSES
11/15/2005 8:40,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE,1300 Block of SELBY ST,-122.4004764,37.73892448,VEHICLE THEFT
2/2/2015 20:15,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,GEARY BL / LYON ST,-122.4444413,37.78267772,LARCENY/THEFT
6/16/2007 9:00,PETTY THEFT FROM A BUILDING,Saturday,NORTHERN,NONE,700 Block of ELLIS ST,-122.4185406,37.78407619,LARCENY/THEFT
11/20/2005 12:50,BATTERY,Sunday,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408065,37.78690218,ASSAULT
12/26/2008 13:00,LOST PROPERTY,Friday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.4080683,37.78399168,NON-CRIMINAL
6/13/2004 11:45,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,INGLESIDE,"ARREST, BOOKED",FRANCONIA ST / MAYFLOWER ST,-122.408158,37.74235524,DRUG/NARCOTIC
10/14/2003 15:25,GRAND THEFT SHOPLIFTING,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of GRANT AV,-122.4049974,37.78719633,LARCENY/THEFT
12/15/2005 1:00,BATTERY,Thursday,NORTHERN,NONE,1100 Block of POLK ST,-122.4200009,37.78753384,ASSAULT
4/5/2012 23:45,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",300 Block of RITCH ST,-122.3940977,37.77899447,ASSAULT
3/3/2004 17:00,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,PARK,NONE,0 Block of HERNANDEZ AV,-122.4559832,37.74544423,BURGLARY
11/29/2011 7:00,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Tuesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4524282,37.72571725,OTHER OFFENSES
4/5/2011 0:01,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE,800 Block of MARKET ST,-122.4076335,37.78418935,NON-CRIMINAL
4/4/2003 10:00,LOST/STOLEN LICENSE PLATE,Friday,MISSION,NONE,2800 Block of HARRISON ST,-122.4118905,37.75181176,OTHER OFFENSES
12/26/2003 18:15,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Friday,INGLESIDE,"ARREST, BOOKED",1100 Block of GENEVA AV,-122.4366491,37.71430297,ROBBERY
10/28/2008 3:00,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE,700 Block of VERMONT ST,-122.4040024,37.76018852,VEHICLE THEFT
9/6/2014 14:33,INVESTIGATIVE DETENTION,Saturday,TARAVAL,NONE,IRVING ST / 19TH AV,-122.4771724,37.76355846,SUSPICIOUS OCC
6/12/2009 22:38,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED",PINE ST / POWELL ST,-122.4089776,37.79108869,OTHER OFFENSES
9/23/2011 20:00,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,WEBSTER ST / OFARRELL ST,-122.4309924,37.78350583,LARCENY/THEFT
8/23/2008 11:37,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,PSYCHOPATHIC CASE,TURK ST / TAYLOR ST,-122.4107688,37.78321452,NON-CRIMINAL
7/13/2013 20:00,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,3RD ST / HARRISON ST,-122.3973888,37.78255435,LARCENY/THEFT
3/2/2015 18:00,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,2300 Block of CESAR CHAVEZ ST,-122.3996796,37.74948523,VANDALISM
5/4/2011 14:35,WARRANT ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",800 Block of CAPITOL AV,-122.4591456,37.71785755,WARRANTS
3/11/2006 20:24,TRANSPORTATION OF COCAINE,Saturday,MISSION,"ARREST, BOOKED",26TH ST / MISSION ST,-122.4181373,37.74904131,DRUG/NARCOTIC
9/22/2012 13:43,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,400 Block of HOWARD ST,-122.3955525,37.7888397,LARCENY/THEFT
9/21/2011 18:30,MISCELLANEOUS INVESTIGATION,Wednesday,INGLESIDE,"ARREST, CITED",1900 Block of SAN JOSE AV,-122.4420499,37.72629683,OTHER OFFENSES
2/12/2005 9:15,PETTY THEFT OF PROPERTY,Saturday,PARK,NONE,100 Block of COLE ST,-122.451135,37.7737645,LARCENY/THEFT
8/10/2006 16:00,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.4124833,37.77063059,SUSPICIOUS OCC
8/23/2005 23:00,DISCHARGE FIREARM AT AN INHABITED DWELLING,Tuesday,BAYVIEW,NONE,100 Block of CAMERON WY,-122.3871816,37.72096696,WEAPON LAWS
11/3/2010 8:16,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",1700 Block of 17TH ST,-122.4011307,37.76492258,WARRANTS
12/29/2010 8:39,EVADING A POLICE OFFICER RECKLESSLY,Wednesday,BAYVIEW,NONE,REVERE AV / JENNINGS ST,-122.3864207,37.72954477,OTHER OFFENSES
11/27/2009 14:23,GRAND THEFT SHOPLIFTING,Friday,MISSION,NONE,3100 Block of 16TH ST,-122.4236225,37.76475739,LARCENY/THEFT
8/20/2013 18:26,CONSPIRACY,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294,OTHER OFFENSES
12/23/2014 18:30,INFLICT INJURY ON COHABITEE,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.4150887,37.78367196,ASSAULT
7/14/2012 13:30,STOLEN AND RECOVERED VEHICLE,Saturday,NORTHERN,NONE,2900 Block of PIERCE ST,-122.4388071,37.79715414,VEHICLE THEFT
1/11/2010 16:40,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.4136093,37.78469691,DRUG/NARCOTIC
8/7/2013 18:00,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE,MISSIONROCK ST / 3RD ST,-122.3897312,37.7730989,LARCENY/THEFT
1/10/2005 3:31,WARRANT ARREST,Monday,BAYVIEW,JUVENILE BOOKED,3RD ST / THORNTON AV,-122.3921483,37.73064234,WARRANTS
8/22/2013 16:39,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,CENTRAL,"ARREST, CITED",KEARNY ST / PINE ST,-122.4042232,37.79169023,OTHER OFFENSES
6/30/2012 11:25,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,300 Block of MASON ST,-122.4097974,37.78642209,LARCENY/THEFT
1/16/2005 20:25,WARRANT ARREST,Sunday,NORTHERN,"ARREST, BOOKED",1700 Block of GEARY BL,-122.4328992,37.78424392,WARRANTS
7/7/2009 23:15,GRAND THEFT OF PROPERTY,Tuesday,PARK,NONE,0 Block of TWINPEAKS BL,-122.4468134,37.76063798,LARCENY/THEFT
6/13/2007 14:05,TRESPASSING,Wednesday,BAYVIEW,"ARREST, BOOKED",3800 Block of 3RD ST,-122.3879395,37.74226005,TRESPASS
7/16/2006 14:55,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.4058954,37.78673422,OTHER OFFENSES
8/23/2009 13:44,HARASSING PHONE CALLS,Sunday,MISSION,NONE,FOLSOM ST / 16TH ST,-122.4153084,37.76531614,OTHER OFFENSES
7/13/2011 14:30,PETTY THEFT SHOPLIFTING,Wednesday,INGLESIDE,"ARREST, CITED",3300 Block of MISSION ST,-122.4216445,37.74299701,LARCENY/THEFT
12/24/2014 8:00,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
2/8/2011 20:20,BATTERY OF A POLICE OFFICER,Tuesday,INGLESIDE,JUVENILE CITED,4900 Block of MISSION ST,-122.4386951,37.71969203,ASSAULT
1/25/2014 13:30,AIDED CASE -PROPERTY FOR DESTRUCTION,Saturday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333,NON-CRIMINAL
7/25/2005 17:10,ENROUTE TO OUTSIDE JURISDICTION,Monday,TENDERLOIN,NONE,200 Block of TAYLOR ST,-122.4111159,37.78460808,WARRANTS
12/16/2011 22:25,STOLEN MOTORCYCLE,Friday,PARK,NONE,1700 Block of GROVE ST,-122.4454435,37.7749223,VEHICLE THEFT
6/29/2005 20:00,"DEATH REPORT, NATURAL CAUSES",Wednesday,INGLESIDE,NONE,900 Block of ELLSWORTH ST,-122.4164461,37.73291625,NON-CRIMINAL
5/13/2004 23:00,ATTEMPTED THEFT FROM LOCKED VEHICLE,Thursday,NORTHERN,NONE,MCALLISTER ST / WEBSTER ST,-122.4300476,37.77884879,LARCENY/THEFT
4/18/2013 17:20,TRAFFIC VIOLATION ARREST,Thursday,RICHMOND,"ARREST, CITED",FULTON ST / 47TH AV,-122.5077501,37.771494,OTHER OFFENSES
9/30/2014 13:00,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",1200 Block of BROADWAY ST,-122.4179052,37.79654061,WARRANTS
5/1/2006 2:26,BATTERY,Monday,CENTRAL,NONE,CALIFORNIA ST / LARKIN ST,-122.4190391,37.79078802,ASSAULT
1/23/2003 13:50,ENROUTE TO OUTSIDE JURISDICTION,Thursday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.4150669,37.78356348,WARRANTS
6/18/2006 9:30,STOLEN TRUCK,Sunday,SOUTHERN,NONE,6TH ST / FOLSOM ST,-122.405619,37.77850452,VEHICLE THEFT
11/11/2004 18:32,"AIDED CASE, MENTAL DISTURBED",Thursday,TARAVAL,"ARREST, BOOKED",4100 Block of MORAGA ST,-122.5071537,37.75481441,NON-CRIMINAL
9/16/2003 0:01,FRAUDULENT CREDIT APPLICATION,Tuesday,TARAVAL,NONE,2400 Block of 26TH AV,-122.4831952,37.74176539,FRAUD
5/5/2006 19:21,BATTERY,Friday,INGLESIDE,NONE,5400 Block of DIAMONDHEIGHTS BL,-122.4356694,37.74082732,ASSAULT
8/11/2006 20:30,FOUND PROPERTY,Friday,NORTHERN,NONE,300 Block of HAIGHT ST,-122.428007,37.77247261,NON-CRIMINAL
6/13/2004 9:56,FOUND PERSON,Sunday,BAYVIEW,NONE,WISCONSIN ST / 23RD ST,-122.3986956,37.7547456,MISSING PERSON
12/11/2009 17:00,LOST/STOLEN LICENSE PLATE,Friday,SOUTHERN,NONE,STILLMAN ST / 3RD ST,-122.3963818,37.78174922,OTHER OFFENSES
1/22/2008 8:49,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,1200 Block of TREAT AV,-122.4128304,37.75014951,SUSPICIOUS OCC
9/23/2007 14:00,GRAND THEFT PICKPOCKET,Sunday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502,LARCENY/THEFT
10/5/2012 20:12,"DEATH REPORT, CAUSE UNKNOWN",Friday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.4187296,37.7850075,NON-CRIMINAL
12/30/2006 7:23,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN,"ARREST, BOOKED",500 Block of ELLIS ST,-122.415436,37.78458513,DRUG/NARCOTIC
6/23/2014 12:00,"CHECKS, MAKE OR PASS FICTITIOUS",Monday,CENTRAL,NONE,300 Block of BAY ST,-122.4127822,37.80566547,FORGERY/COUNTERFEITING
8/28/2011 21:14,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,"ARREST, CITED",3000 Block of 16TH ST,-122.4213053,37.76489741,VANDALISM
9/1/2009 8:00,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,PARK,NONE,900 Block of PIERCE ST,-122.4352168,37.77867905,BURGLARY
12/1/2013 1:00,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,1200 Block of MCALLISTER ST,-122.432612,37.77857948,VANDALISM
12/30/2011 16:00,BATTERY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
4/3/2004 14:00,MISCELLANEOUS INVESTIGATION,Saturday,TARAVAL,NONE,1700 Block of 24TH AV,-122.4818257,37.75492309,OTHER OFFENSES
10/6/2005 14:07,TRAFFIC VIOLATION,Thursday,PARK,"ARREST, CITED",1800 Block of EDDY ST,-122.4381204,37.78074731,OTHER OFFENSES
9/7/2008 14:00,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,DOUGLASS ST / CASELLI AV,-122.4392582,37.759807,VEHICLE THEFT
12/10/2007 3:10,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Monday,INGLESIDE,"ARREST, BOOKED",2600 Block of ALEMANY BL,-122.4481971,37.71435587,DRUG/NARCOTIC
11/30/2013 17:16,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Saturday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806,ROBBERY
2/8/2005 11:00,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,2400 Block of 15TH AV,-122.4712211,37.7422968,VEHICLE THEFT
3/25/2006 13:45,STOLEN TRUCK,Saturday,SOUTHERN,NONE,10TH ST / FOLSOM ST,-122.4128266,37.77281156,VEHICLE THEFT
7/27/2013 4:20,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Saturday,MISSION,NONE,0 Block of SYCAMORE ST,-122.4198585,37.7627429,ROBBERY
4/5/2011 12:20,THREATS AGAINST LIFE,Tuesday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445,ASSAULT
6/28/2012 12:00,PROBATION VIOLATION,Thursday,INGLESIDE,"ARREST, BOOKED",5200 Block of MISSION ST,-122.442127,37.71499772,OTHER OFFENSES
5/30/2004 8:35,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",100 Block of FREELON ST,-122.3977453,37.77813308,ASSAULT
3/7/2006 8:58,AIDED CASE,Tuesday,CENTRAL,NONE,1200 Block of SANSOME ST,-122.4028151,37.8017219,NON-CRIMINAL
7/13/2003 11:10,BATTERY,Sunday,INGLESIDE,NONE,100 Block of DEL MONTE ST,-122.4444248,37.71505529,ASSAULT
3/23/2013 10:30,FALSE IMPRISONMENT,Saturday,BAYVIEW,NONE,1000 Block of GRIFFITH ST,-122.3789208,37.72861197,ASSAULT
9/29/2004 17:00,"FORCIBLE RAPE, BODILY FORCE",Wednesday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE,2100 Block of 42ND AV,-122.5005916,37.7466097,SEX OFFENSES FORCIBLE
9/16/2013 22:00,RUNAWAY,Monday,RICHMOND,LOCATED,600 Block of 22ND AV,-122.4811095,37.7755013,RUNAWAY
2/22/2013 12:30,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,PARK,NONE,600 Block of LAGUNAHONDA BL,-122.4576937,37.74560258,VANDALISM
4/18/2009 17:00,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,VANDALISM
12/14/2003 2:00,"FORCIBLE RAPE, BODILY FORCE",Sunday,MISSION,NONE,2100 Block of HARRISON ST,-122.4129403,37.76254751,SEX OFFENSES FORCIBLE
8/21/2003 12:00,SUSPICIOUS OCCURRENCE,Thursday,PARK,NONE,0 Block of CASTRO ST,-122.4356374,37.76816943,SUSPICIOUS OCC
8/22/2007 11:45,PETTY THEFT WITH PRIOR,Wednesday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977,LARCENY/THEFT
8/7/2003 12:00,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,600 Block of MISSION ST,-122.4001018,37.78768989,SUSPICIOUS OCC
8/19/2013 21:35,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294,WARRANTS
10/30/2012 9:45,ENROUTE TO ADULT AUTHORITY,Tuesday,MISSION,NONE,2000 Block of HARRISON ST,-122.4130188,37.76346665,WARRANTS
1/7/2003 18:25,SOLICITS FOR ACT OF PROSTITUTION,Tuesday,NORTHERN,"ARREST, CITED",HEMLOCK ST / LARKIN ST,-122.4183688,37.78748616,PROSTITUTION
7/13/2013 15:00,FOUND PROPERTY,Saturday,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,-122.4338431,37.78890624,NON-CRIMINAL
2/21/2013 21:00,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,SOUTHERNHEIGHTS AV / CAROLINA ST,-122.3999255,37.75751939,VEHICLE THEFT
5/3/2007 8:30,"BURGLARY, UNLAWFUL ENTRY",Thursday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,BURGLARY
4/22/2012 21:20,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,LEAVENWORTH ST / GEARY ST,-122.41481,37.78651941,LARCENY/THEFT
12/11/2004 16:00,"VEHICLE, RECOVERED, AUTO",Saturday,CENTRAL,UNFOUNDED,1000 Block of FRONT ST,-122.4003221,37.8013099,VEHICLE THEFT
7/22/2013 12:40,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,ADDISON ST / FARNUM ST,-122.4343305,37.74011552,LARCENY/THEFT
2/21/2013 20:15,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,PINE ST / POLK ST,-122.4204973,37.78961882,LARCENY/THEFT
1/7/2008 7:30,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,BUSH ST / WEBSTER ST,-122.4318161,37.78723089,LARCENY/THEFT
9/1/2003 12:00,"CREDIT CARD, THEFT BY USE OF",Monday,MISSION,NONE,900 Block of FLORIDA ST,-122.4103795,37.7567291,FRAUD
3/21/2007 14:00,ENROUTE TO PAROLE OFFICER,Wednesday,MISSION,"ARREST, BOOKED",1700 Block of MISSION ST,-122.4198769,37.76957975,WARRANTS
2/22/2005 10:10,BATTERY,Tuesday,MISSION,"ARREST, CITED",1200 Block of NOE ST,-122.4317472,37.7494248,ASSAULT
1/11/2011 18:10,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.4136313,37.78480537,OTHER OFFENSES
