Dates,DayOfWeek,PdDistrict,Address,X,Y,Category
5/6/2010 12:25,Thursday,INGLESIDE,600 Block of SAN JOSE AV,-122.4222426,37.74473055,NON-CRIMINAL
7/10/2008 5:42,Thursday,RICHMOND,500 Block of 18TH AV,-122.4771002,37.77755356,LARCENY/THEFT
2/6/2008 18:10,Wednesday,TENDERLOIN,400 Block of JONES ST,-122.4128992,37.78509749,DRUG/NARCOTIC
4/14/2015 8:00,Tuesday,BAYVIEW,200 Block of TOLAND ST,-122.3972752,37.74562419,SUSPICIOUS OCC
5/30/2006 2:30,Tuesday,SOUTHERN,BRANNAN ST / 2ND ST,-122.3920823,37.78184577,WARRANTS
4/20/2013 14:30,Saturday,MISSION,18TH ST / DOLORES ST,-122.4260796,37.76142678,LARCENY/THEFT
10/17/2009 9:19,Saturday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012,WARRANTS
9/3/2008 17:00,Wednesday,TENDERLOIN,TURK ST / TAYLOR ST,-122.4107688,37.78321452,ROBBERY
11/28/2006 12:00,Tuesday,CENTRAL,900 Block of PINE ST,-122.411643,37.79080725,FORGERY/COUNTERFEITING
12/14/2006 20:02,Thursday,PARK,HAIGHT ST / MASONIC AV,-122.4453468,37.7702082,DRUNKENNESS
12/11/2003 20:00,Thursday,RICHMOND,100 Block of 9TH AV,-122.467761,37.78558629,VEHICLE THEFT
12/31/2011 23:45,Saturday,CENTRAL,700 Block of VALLEJO ST,-122.4097917,37.79850835,NON-CRIMINAL
10/4/2005 9:56,Tuesday,SOUTHERN,TAYLOR ST / MARKET ST,-122.4102935,37.78223059,OTHER OFFENSES
8/9/2014 9:00,Saturday,SOUTHERN,300 Block of CLEMENTINA ST,-122.4023215,37.78203871,KIDNAPPING
10/15/2013 18:35,Tuesday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141,ASSAULT
2/21/2006 20:43,Tuesday,BAYVIEW,0 Block of WILLS ST,-122.3789027,37.73619077,VANDALISM
1/23/2007 8:20,Tuesday,MISSION,14TH ST / VALENCIA ST,-122.4222016,37.76814038,ROBBERY
8/24/2005 20:00,Wednesday,MISSION,16TH ST / FOLSOM ST,-122.4153084,37.76531614,LARCENY/THEFT
11/12/2014 17:00,Wednesday,NORTHERN,100 Block of LARKIN ST,-122.4166077,37.77913875,SEX OFFENSES FORCIBLE
12/28/2013 22:00,Saturday,RICHMOND,400 Block of 21ST AV,-122.4803101,37.77930483,VANDALISM
5/16/2014 18:30,Friday,PARK,800 Block of STANYAN ST,-122.4529994,37.76683733,LARCENY/THEFT
7/24/2004 11:00,Saturday,PARK,1000 Block of HAYES ST,-122.4336615,37.77546523,LARCENY/THEFT
7/8/2013 3:05,Monday,BAYVIEW,0 Block of REARDON RD,-122.3769007,37.72948746,VANDALISM
8/10/2005 10:35,Wednesday,MISSION,HARRISON ST / 16TH ST,-122.4131076,37.76544802,OTHER OFFENSES
6/26/2008 21:52,Thursday,SOUTHERN,900 Block of MARKET ST,-122.4085951,37.78370693,ASSAULT
4/28/2004 14:30,Wednesday,CENTRAL,JACKSON ST / MONTGOMERY ST,-122.4034998,37.79641833,VEHICLE THEFT
6/11/2007 12:00,Monday,TARAVAL,TARAVAL ST / 18TH AV,-122.4746215,37.74309517,NON-CRIMINAL
6/14/2011 20:12,Tuesday,INGLESIDE,SUNNYDALE AV / SCHWERIN ST,-122.4113504,37.71060389,WARRANTS
11/5/2011 23:30,Saturday,MISSION,SAN JOSE AV / 24TH ST,-122.4215984,37.75204775,LARCENY/THEFT
4/18/2003 18:00,Friday,CENTRAL,100 Block of GREEN ST,-122.4023209,37.80039976,BURGLARY
9/1/2003 15:20,Monday,BAYVIEW,1600 Block of MC KINNON AV,-122.3906708,37.73661164,ASSAULT
6/15/2014 21:30,Sunday,NORTHERN,POLK ST / POST ST,-122.4199301,37.78682621,LARCENY/THEFT
12/11/2003 18:00,Thursday,SOUTHERN,MISSION ST / 6TH ST,-122.4087106,37.78097067,LARCENY/THEFT
12/24/2004 2:10,Friday,CENTRAL,800 Block of PACIFIC AV,-122.4096527,37.79649145,ASSAULT
11/28/2013 18:00,Thursday,BAYVIEW,0 Block of GARLINGTON CT,-122.3843969,37.7325071,SUSPICIOUS OCC
6/17/2006 0:45,Saturday,MISSION,700 Block of SOUTH VAN NESS AV,-122.4171699,37.76114776,VANDALISM
2/18/2004 23:30,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
6/15/2014 0:01,Sunday,MISSION,VALENCIA ST / 22ND ST,-122.4209662,37.75529393,LARCENY/THEFT
7/26/2008 18:42,Saturday,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.4144332,37.78465763,OTHER OFFENSES
5/17/2007 16:48,Thursday,NORTHERN,0 Block of FRANKLIN ST,-122.4207455,37.77455616,DRUG/NARCOTIC
9/16/2008 17:50,Tuesday,INGLESIDE,3200 Block of MISSION ST,-122.4205263,37.74472547,OTHER OFFENSES
9/18/2009 1:29,Friday,BAYVIEW,3RD ST / REVERE AV,-122.3915229,37.73243239,OTHER OFFENSES
7/26/2013 12:30,Friday,TENDERLOIN,0 Block of LEAVENWORTH ST,-122.4137065,37.78142293,VANDALISM
8/10/2008 9:00,Sunday,SOUTHERN,4TH ST / BRANNAN ST,-122.3965332,37.7783269,VANDALISM
2/18/2008 12:20,Monday,BAYVIEW,25TH ST / WISCONSIN ST,-122.398454,37.75219486,DRUG/NARCOTIC
9/3/2003 13:00,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476,LARCENY/THEFT
5/15/2003 12:00,Thursday,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.3943479,37.7499132,WEAPON LAWS
3/12/2006 0:01,Sunday,BAYVIEW,2900 Block of SAN BRUNO AV,-122.4022886,37.72465238,FRAUD
9/21/2007 13:30,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
4/19/2010 20:49,Monday,SOUTHERN,1300 Block of MARKET ST,-122.4169911,37.77707419,NON-CRIMINAL
12/28/2007 16:09,Friday,SOUTHERN,MINNA ST / 6TH ST,-122.408163,37.78053454,DRUG/NARCOTIC
5/27/2009 23:20,Wednesday,MISSION,18TH ST / CAPP ST,-122.4182722,37.76190296,SUSPICIOUS OCC
1/27/2010 22:25,Wednesday,TENDERLOIN,400 Block of EDDY ST,-122.4150887,37.78367196,DRUG/NARCOTIC
3/23/2012 15:04,Friday,BAYVIEW,SILVER AV / UNIVERSITY ST,-122.4151944,37.72922337,NON-CRIMINAL
11/2/2013 12:50,Saturday,TENDERLOIN,300 Block of OFARRELL ST,-122.4105093,37.78604322,WARRANTS
6/13/2007 21:30,Wednesday,BAYVIEW,0 Block of ROSIELEE LN,-122.3800288,37.73203743,MISSING PERSON
4/19/2003 22:30,Saturday,CENTRAL,PACIFIC AV / MONTGOMERY ST,-122.4036781,37.7972972,VEHICLE THEFT
1/28/2012 23:11,Saturday,TENDERLOIN,500 Block of EDDY ST,-122.4167107,37.78335704,DRUNKENNESS
1/21/2008 15:44,Monday,SOUTHERN,MARKET ST / TAYLOR ST,-122.4102935,37.78223059,WARRANTS
9/9/2005 13:00,Friday,NORTHERN,1300 Block of BAY ST,-122.4292494,37.8036747,NON-CRIMINAL
6/4/2011 1:30,Saturday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641,NON-CRIMINAL
4/17/2003 12:38,Thursday,NORTHERN,1500 Block of EDDY ST,-122.4331778,37.78137581,NON-CRIMINAL
11/1/2012 13:15,Thursday,TARAVAL,2300 Block of 15TH AV,-122.4713524,37.74415968,LARCENY/THEFT
10/17/2006 13:53,Tuesday,CENTRAL,0 Block of BUSH ST,-122.3994028,37.79116076,VANDALISM
7/10/2008 13:00,Thursday,SOUTHERN,500 Block of MARKET ST,-122.4001948,37.79005279,NON-CRIMINAL
10/17/2011 13:00,Monday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336,LARCENY/THEFT
9/30/2008 12:51,Tuesday,TARAVAL,1600 Block of 19TH AV,-122.4767572,37.7570155,NON-CRIMINAL
3/30/2004 17:00,Tuesday,CENTRAL,400 Block of BROADWAY ST,-122.4050875,37.79812193,LARCENY/THEFT
7/15/2007 19:00,Sunday,BAYVIEW,PALOU AV / 3RD ST,-122.3909717,37.73401522,ASSAULT
7/26/2005 13:12,Tuesday,MISSION,24TH ST / OSAGE ST,-122.4190181,37.75220516,FORGERY/COUNTERFEITING
12/28/2007 23:15,Friday,BAYVIEW,1700 Block of NEWCOMB AV,-122.3925634,37.73687431,ASSAULT
2/6/2008 8:05,Wednesday,RICHMOND,FULTON ST / 31ST AV,-122.490617,37.77227627,OTHER OFFENSES
11/14/2006 15:30,Tuesday,CENTRAL,500 Block of GEARY ST,-122.4119339,37.78683073,NON-CRIMINAL
2/12/2011 12:00,Saturday,NORTHERN,3600 Block of BUCHANAN ST,-122.4334966,37.80354587,FRAUD
12/28/2005 13:38,Wednesday,NORTHERN,100 Block of LARKIN ST,-122.4166077,37.77913875,STOLEN PROPERTY
2/7/2015 17:28,Saturday,INGLESIDE,3300 Block of MISSION ST,-122.4216445,37.74299701,ASSAULT
12/24/2014 0:01,Wednesday,SOUTHERN,100 Block of RUSS ST,-122.4075322,37.77819422,LARCENY/THEFT
5/25/2004 16:56,Tuesday,RICHMOND,3000 Block of ANZA ST,-122.4808519,37.77828038,DRUG/NARCOTIC
5/28/2008 16:30,Wednesday,CENTRAL,0 Block of CALIFORNIA ST,-122.3970103,37.79364042,LARCENY/THEFT
11/15/2010 8:50,Monday,NORTHERN,MARKET ST / 9TH ST,-122.4162938,37.77749368,OTHER OFFENSES
2/9/2013 12:34,Saturday,NORTHERN,GEARY BL / WEBSTER ST,-122.4312069,37.78456812,OTHER OFFENSES
3/6/2014 9:00,Thursday,NORTHERN,1600 Block of BAY ST,-122.434177,37.80300443,WARRANTS
5/13/2014 10:10,Tuesday,SOUTHERN,200 Block of MARKET ST,-122.3970342,37.79282365,NON-CRIMINAL
11/27/2003 16:17,Thursday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078,BURGLARY
6/30/2010 18:24,Wednesday,MISSION,3100 Block of CESAR CHAVEZ ST,-122.4126011,37.74837696,DRUG/NARCOTIC
10/17/2003 21:24,Friday,TENDERLOIN,LEAVENWORTH ST / GOLDEN GATE AV,-122.4138696,37.78186219,ASSAULT
4/18/2004 20:47,Sunday,TENDERLOIN,700 Block of OFARRELL ST,-122.4170854,37.78521536,DRUG/NARCOTIC
5/12/2015 22:00,Tuesday,TARAVAL,10TH AV / MORAGA ST,-122.4668619,37.75653395,LARCENY/THEFT
1/26/2014 22:16,Sunday,MISSION,400 Block of CAPP ST,-122.4181089,37.75948013,WARRANTS
3/2/2015 21:30,Monday,NORTHERN,VALLEJO ST / OCTAVIA ST,-122.4285392,37.79606092,BURGLARY
3/30/2009 19:11,Monday,MISSION,2000 Block of MARKET ST,-122.4269556,37.76924706,LARCENY/THEFT
7/25/2008 16:10,Friday,PARK,DIVISADERO ST / HAYES ST,-122.4377997,37.77499129,OTHER OFFENSES
4/19/2011 14:58,Tuesday,INGLESIDE,600 Block of HOLLYPARK CR,-122.4211709,37.73689586,NON-CRIMINAL
12/2/2011 13:30,Friday,MISSION,MISSION ST / 21ST ST,-122.4189042,37.75703611,NON-CRIMINAL
2/21/2004 0:01,Saturday,TARAVAL,0 Block of MADRONE AV,-122.4672754,37.74251108,VANDALISM
4/4/2011 3:20,Monday,PARK,NOE ST / DUBOCE AV,-122.4335751,37.76917675,VANDALISM
4/5/2012 18:03,Thursday,RICHMOND,0 Block of MASONIC AV,-122.447335,37.78248696,BURGLARY
12/27/2005 15:00,Tuesday,TARAVAL,800 Block of CAPITOL AV,-122.4590073,37.71785845,MISSING PERSON
1/11/2006 19:00,Wednesday,MISSION,3600 Block of 19TH ST,-122.4242575,37.75998522,VANDALISM
8/28/2011 1:45,Sunday,SOUTHERN,300 Block of CLEMENTINA ST,-122.4022241,37.78196065,VEHICLE THEFT
3/5/2008 1:42,Wednesday,CENTRAL,SUTTER ST / LARKIN ST,-122.4184677,37.78796526,WARRANTS
5/6/2007 17:45,Sunday,SOUTHERN,400 Block of MINNA ST,-122.4073872,37.78106889,OTHER OFFENSES
4/3/2013 10:40,Wednesday,SOUTHERN,100 Block of TOWNSEND ST,-122.3915888,37.77969101,BURGLARY
9/20/2014 6:20,Saturday,CENTRAL,100 Block of COLUMBUS AV,-122.4048958,37.7965642,ASSAULT
3/1/2004 18:30,Monday,TARAVAL,200 Block of GARCES DR,-122.4807675,37.71563204,LARCENY/THEFT
5/5/2007 10:44,Saturday,SOUTHERN,500 Block of JESSIE ST,-122.4097765,37.78105588,OTHER OFFENSES
11/12/2008 8:00,Wednesday,TARAVAL,0 Block of MEADOWBROOK DR,-122.4846523,37.73325139,FRAUD
4/19/2011 18:03,Tuesday,TENDERLOIN,TURK ST / TAYLOR ST,-122.4107688,37.78321452,DRUG/NARCOTIC
3/3/2008 11:32,Monday,BAYVIEW,300 Block of SELBY ST,-122.3946722,37.74556236,OTHER OFFENSES
6/26/2004 9:00,Saturday,CENTRAL,200 Block of SUTTER ST,-122.404828,37.78975969,LARCENY/THEFT
3/18/2009 11:45,Wednesday,NORTHERN,2100 Block of UNION ST,-122.434695,37.79724575,STOLEN PROPERTY
6/28/2009 23:45,Sunday,TARAVAL,100 Block of DORANTES AV,-122.4640487,37.74546018,NON-CRIMINAL
8/23/2014 11:40,Saturday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058617,37.78662723,FRAUD
9/23/2011 9:45,Friday,TARAVAL,SLOAT BL / GREAT HY,-122.5067145,37.73546576,LARCENY/THEFT
3/17/2008 18:00,Monday,RICHMOND,400 Block of CROSSOVER DR,-122.4781955,37.76867464,BURGLARY
9/29/2003 10:30,Monday,TARAVAL,1300 Block of 22ND AV,-122.4802014,37.76247476,VANDALISM
5/11/2004 11:13,Tuesday,MISSION,16TH ST / MISSION ST,-122.4196718,37.76505012,OTHER OFFENSES
4/6/2008 18:40,Sunday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294,LARCENY/THEFT
8/19/2013 17:12,Monday,MISSION,16TH ST / HOFF ST,-122.4205804,37.76499686,FORGERY/COUNTERFEITING
5/18/2006 14:05,Thursday,SOUTHERN,500 Block of 9TH ST,-122.4077021,37.77069679,LARCENY/THEFT
5/5/2007 19:20,Saturday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302,WARRANTS
5/16/2011 15:05,Monday,PARK,HAIGHT ST / STANYAN ST,-122.4535346,37.7691663,WEAPON LAWS
5/17/2014 12:00,Saturday,TARAVAL,1500 Block of SLOAT BL,-122.489714,37.73394977,WARRANTS
4/5/2008 9:40,Saturday,MISSION,SAN BRUNO AV / 16TH ST,-122.4055864,37.76590223,PROSTITUTION
1/10/2007 1:00,Wednesday,MISSION,0 Block of 14TH ST,-122.4150891,37.76851397,VEHICLE THEFT
9/18/2014 19:56,Thursday,MISSION,CAPP ST / 20TH ST,-122.4179645,37.75869682,OTHER OFFENSES
10/6/2010 19:00,Wednesday,TARAVAL,1300 Block of 30TH AV,-122.4887741,37.76209716,LARCENY/THEFT
6/27/2012 16:47,Wednesday,MISSION,500 Block of POTRERO AV,-122.4073734,37.76254274,DRUG/NARCOTIC
10/7/2006 15:29,Saturday,TARAVAL,200 Block of MINERVA ST,-122.4608963,37.71580152,OTHER OFFENSES
11/13/2007 15:00,Tuesday,BAYVIEW,BARNEVELD AV / SWEENY ST,-122.4072855,37.73315892,VEHICLE THEFT
10/4/2009 8:40,Sunday,MISSION,400 Block of SAN BRUNO AV,-122.4053308,37.76393411,ASSAULT
6/15/2006 15:10,Thursday,CENTRAL,600 Block of COMMERCIAL ST,-122.4039048,37.79417118,OTHER OFFENSES
7/10/2007 19:10,Tuesday,CENTRAL,BAY ST / POWELL ST,-122.4119531,37.80582429,SUSPICIOUS OCC
12/1/2007 20:10,Saturday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935,BURGLARY
6/15/2014 14:38,Sunday,SOUTHERN,6TH ST / MISSION ST,-122.4087106,37.78097067,NON-CRIMINAL
4/21/2011 9:00,Thursday,INGLESIDE,1500 Block of VALENCIA ST,-122.4202721,37.74733163,LARCENY/THEFT
5/1/2009 0:01,Friday,TARAVAL,100 Block of QUINTARA ST,-122.4668631,37.74899607,OTHER OFFENSES
1/24/2004 0:46,Saturday,TENDERLOIN,400 Block of ELLIS ST,-122.4136093,37.78469691,OTHER OFFENSES
6/14/2011 22:00,Tuesday,BAYVIEW,0 Block of LEDYARD ST,-122.4021166,37.73323547,MISSING PERSON
10/21/2005 11:00,Friday,SOUTHERN,0 Block of SHERMAN ST,-122.4059244,37.77660158,TRESPASS
4/1/2013 1:11,Monday,MISSION,3400 Block of 20TH ST,-122.4174238,37.75878602,WARRANTS
5/20/2005 22:30,Friday,INGLESIDE,200 Block of SENECA AV,-122.4432855,37.72055744,VEHICLE THEFT
9/19/2005 13:15,Monday,CENTRAL,0 Block of MONTGOMERY ST,-122.4021637,37.78957103,LARCENY/THEFT
1/6/2003 2:00,Monday,SOUTHERN,900 Block of MARKET ST,-122.4097084,37.78282765,WARRANTS
2/17/2015 15:49,Tuesday,MISSION,1700 Block of MISSION ST,-122.4198769,37.76957975,NON-CRIMINAL
5/26/2009 9:00,Tuesday,MISSION,3400 Block of 17TH ST,-122.42221,37.76321677,SEX OFFENSES FORCIBLE
8/9/2007 1:00,Thursday,CENTRAL,200 Block of SACRAMENTO ST,-122.3984055,37.79441201,EMBEZZLEMENT
12/27/2010 18:30,Monday,MISSION,800 Block of CAPP ST,-122.4174994,37.75308467,LARCENY/THEFT
12/10/2004 16:30,Friday,CENTRAL,JACKSON ST / DAVIS CT,-122.3983384,37.79709211,VEHICLE THEFT
1/13/2005 23:03,Thursday,MISSION,SOUTH VAN NESS AV / 17TH ST,-122.4173326,37.7635719,DISORDERLY CONDUCT
3/21/2009 0:06,Saturday,CENTRAL,200 Block of GEARY ST,-122.407435,37.78751587,NON-CRIMINAL
4/10/2005 21:00,Sunday,RICHMOND,GEARY BL / 22ND AV,-122.4815165,37.78022271,ASSAULT
9/3/2007 18:00,Monday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935,LARCENY/THEFT
12/27/2012 17:10,Thursday,PARK,1700 Block of MCALLISTER ST,-122.4408795,37.77753219,NON-CRIMINAL
10/19/2008 13:44,Sunday,MISSION,600 Block of SOUTH VAN NESS AV,-122.4171852,37.76275834,DRUG/NARCOTIC
7/29/2006 20:00,Saturday,NORTHERN,500 Block of HAIGHT ST,-122.4312681,37.77194651,LARCENY/THEFT
11/14/2014 22:00,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
12/18/2011 2:20,Sunday,BAYVIEW,800 Block of BRUSSELS ST,-122.4032333,37.72167709,LARCENY/THEFT
9/18/2004 17:00,Saturday,TARAVAL,1300 Block of OCEAN AV,-122.456876,37.72395457,ASSAULT
10/14/2004 9:00,Thursday,PARK,BAKER ST / FELL ST,-122.4409239,37.77363511,NON-CRIMINAL
3/24/2010 6:30,Wednesday,PARK,700 Block of COLE ST,-122.4504965,37.76812012,TRESPASS
6/12/2012 12:40,Tuesday,RICHMOND,400 Block of 6TH AV,-122.4642799,37.7800333,NON-CRIMINAL
4/27/2004 12:00,Tuesday,PARK,1700 Block of FULTON ST,-122.4456306,37.7758528,SUSPICIOUS OCC
3/21/2012 13:09,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294,LARCENY/THEFT
10/13/2004 20:00,Wednesday,NORTHERN,1000 Block of POST ST,-122.4191044,37.78687648,LARCENY/THEFT
7/25/2003 7:39,Friday,INGLESIDE,500 Block of PORTOLA DR,-122.451321,37.74580406,OTHER OFFENSES
8/23/2013 19:02,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,SUSPICIOUS OCC
7/29/2005 23:00,Friday,PARK,400 Block of OAKPARK DR,-122.4604736,37.75476829,VEHICLE THEFT
2/7/2013 17:00,Thursday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294,LARCENY/THEFT
12/26/2008 15:30,Friday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294,OTHER OFFENSES
9/11/2005 19:30,Sunday,TARAVAL,400 Block of GELLERT DR,-122.490057,37.73045483,VEHICLE THEFT
4/6/2011 21:05,Wednesday,MISSION,2900 Block of 16TH ST,-122.419213,37.76513397,OTHER OFFENSES
9/24/2005 9:00,Saturday,INGLESIDE,700 Block of PORTOLA DR,-122.4537258,37.74422092,NON-CRIMINAL
6/2/2012 17:25,Saturday,SOUTHERN,FOLSOM ST / 7TH ST,-122.4078441,37.77674622,LARCENY/THEFT
9/8/2010 12:00,Wednesday,NORTHERN,800 Block of OFARRELL ST,-122.4187513,37.785116,NON-CRIMINAL
11/14/2008 18:30,Friday,BAYVIEW,0 Block of BERTHA LN,-122.3809904,37.7331435,SECONDARY CODES
4/30/2009 16:30,Thursday,MISSION,2000 Block of MISSION ST,-122.4195204,37.76422894,FORGERY/COUNTERFEITING
2/25/2006 1:26,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
9/4/2006 8:00,Monday,NORTHERN,700 Block of FULTON ST,-122.4282716,37.77817623,VEHICLE THEFT
10/29/2007 17:00,Monday,SOUTHERN,700 Block of HOWARD ST,-122.401561,37.78408887,NON-CRIMINAL
7/21/2003 16:00,Monday,SOUTHERN,900 Block of MARKET ST,-122.4084211,37.78356994,LARCENY/THEFT
11/16/2014 22:00,Sunday,CENTRAL,MONTGOMERY ST / PACIFIC AV,-122.4036781,37.7972972,VEHICLE THEFT
1/28/2005 20:21,Friday,INGLESIDE,1800 Block of GENEVA AV,-122.4230948,37.70929447,FRAUD
4/21/2006 9:00,Friday,SOUTHERN,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251,VANDALISM
3/15/2004 0:01,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,FRAUD
6/30/2013 18:35,Sunday,TENDERLOIN,0 Block of GROVE ST,-122.4156425,37.77883232,ROBBERY
2/23/2005 14:00,Wednesday,NORTHERN,CALIFORNIA ST / FILLMORE ST,-122.4338431,37.78890624,ROBBERY
7/23/2003 20:00,Wednesday,NORTHERN,FRANKLIN ST / POST ST,-122.4232177,37.7864018,LARCENY/THEFT
8/26/2011 10:12,Friday,TARAVAL,0 Block of BROAD ST,-122.4547796,37.71314788,DRUG/NARCOTIC
1/12/2012 18:17,Thursday,TENDERLOIN,JONES ST / OFARRELL ST,-122.4129705,37.78578838,NON-CRIMINAL
9/17/2007 15:00,Monday,BAYVIEW,600 Block of AMADOR ST,-122.3830131,37.74599367,OTHER OFFENSES
7/24/2007 21:00,Tuesday,NORTHERN,GOUGH ST / BUSH ST,-122.4252373,37.78806917,VEHICLE THEFT
7/26/2009 17:00,Sunday,PARK,GOLDEN GATE AV / BRODERICK ST,-122.4402138,37.77851161,LARCENY/THEFT
12/2/2005 9:00,Friday,SOUTHERN,0 Block of FOLSOM ST,-122.390556,37.79047504,LARCENY/THEFT
4/4/2013 18:25,Thursday,TENDERLOIN,200 Block of EDDY ST,-122.4118001,37.78408904,SUSPICIOUS OCC
3/9/2005 21:00,Wednesday,BAYVIEW,2400 Block of GRIFFITH ST,-122.3864377,37.71918345,VEHICLE THEFT
7/12/2013 23:00,Friday,TARAVAL,1400 Block of 20TH AV,-122.4780672,37.76069798,WEAPON LAWS
2/18/2013 0:01,Monday,MISSION,100 Block of GUERRERO ST,-122.4243228,37.7683036,MISSING PERSON
5/2/2003 7:50,Friday,MISSION,3100 Block of CESAR CHAVEZ ST,-122.4126011,37.74837696,BURGLARY
11/26/2008 12:30,Wednesday,PARK,0 Block of DELMAR ST,-122.4456651,37.76825997,VEHICLE THEFT
1/30/2010 22:30,Saturday,CENTRAL,200 Block of JEFFERSON ST,-122.4166294,37.80805748,FORGERY/COUNTERFEITING
6/13/2013 18:15,Thursday,BAYVIEW,0 Block of DOUBLEROCK ST,-122.387775,37.72046587,VEHICLE THEFT
10/20/2007 21:30,Saturday,MISSION,700 Block of NOE ST,-122.4325706,37.7575417,VEHICLE THEFT
4/1/2004 10:40,Thursday,BAYVIEW,500 Block of VERMONT ST,-122.4043832,37.76273117,ASSAULT
7/24/2008 2:00,Thursday,TARAVAL,2300 Block of 30TH AV,-122.4874712,37.74345034,ASSAULT
1/29/2010 22:00,Friday,CENTRAL,1100 Block of UNION ST,-122.4177948,37.79930495,VANDALISM
7/21/2004 17:58,Wednesday,NORTHERN,1000 Block of FILLMORE ST,-122.431791,37.77911574,WARRANTS
9/23/2005 22:52,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,ROBBERY
6/12/2004 20:36,Saturday,INGLESIDE,4900 Block of MISSION ST,-122.4386951,37.71969203,OTHER OFFENSES
3/5/2004 23:45,Friday,RICHMOND,WOOD ST / LUPINE AV,-122.4479825,37.78401745,LARCENY/THEFT
3/26/2011 23:00,Saturday,BAYVIEW,1400 Block of PHELPS ST,-122.3944389,37.7364439,MISSING PERSON
11/17/2006 8:00,Friday,TARAVAL,100 Block of FARALLONES ST,-122.4575776,37.71412076,BURGLARY
7/24/2006 9:00,Monday,SOUTHERN,BRYANT ST / 6TH ST,-122.4025276,37.77603828,FORGERY/COUNTERFEITING
12/31/2010 2:30,Friday,TARAVAL,200 Block of FLOURNOY ST,-122.4625581,37.70905353,VANDALISM
1/11/2003 22:27,Saturday,NORTHERN,1200 Block of TURK ST,-122.4288404,37.78097273,OTHER OFFENSES
3/16/2015 21:00,Monday,INGLESIDE,0 Block of STAPLES AV,-122.4434556,37.72904266,LARCENY/THEFT
7/21/2009 4:00,Tuesday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012,OTHER OFFENSES
10/30/2008 19:19,Thursday,MISSION,POTRERO AV / 16TH ST,-122.4075383,37.76578275,OTHER OFFENSES
2/20/2004 8:30,Friday,PARK,1000 Block of PIERCE ST,-122.4353126,37.77986479,MISSING PERSON
6/30/2010 13:24,Wednesday,SOUTHERN,MARKET ST / 7TH ST,-122.4125153,37.78047775,OTHER OFFENSES
4/7/2010 3:50,Wednesday,PARK,200 Block of LAGUNAHONDA BL,-122.4608062,37.75008462,VANDALISM
5/28/2007 15:00,Monday,MISSION,600 Block of SOUTH VAN NESS AV,-122.4171852,37.76275834,LARCENY/THEFT
5/2/2008 9:13,Friday,TENDERLOIN,SHANNON ST / OFARRELL ST,-122.4121495,37.78589234,OTHER OFFENSES
9/19/2008 18:00,Friday,MISSION,300 Block of GUERRERO ST,-122.4240616,37.76558565,VEHICLE THEFT
3/6/2007 16:00,Tuesday,NORTHERN,700 Block of EDDY ST,-122.420026,37.78305001,BURGLARY
11/25/2008 20:00,Tuesday,RICHMOND,2700 Block of JACKSON ST,-122.4403481,37.7917891,ARSON
7/28/2006 18:20,Friday,TARAVAL,1500 Block of SLOAT BL,-122.489714,37.73394977,LARCENY/THEFT
7/24/2012 5:00,Tuesday,RICHMOND,2800 Block of BUSH ST,-122.4442218,37.78570585,LARCENY/THEFT
3/7/2012 20:35,Wednesday,MISSION,1500 Block of BRYANT ST,-122.4107381,37.76752431,WARRANTS
3/22/2005 0:01,Tuesday,NORTHERN,1800 Block of JACKSON ST,-122.4255195,37.79356537,ASSAULT
5/29/2013 0:01,Wednesday,BAYVIEW,400 Block of BAY SHORE BL,-122.4068443,37.73940125,ASSAULT
11/2/2008 12:30,Sunday,INGLESIDE,1600 Block of VALENCIA ST,-122.4201342,37.74733997,BURGLARY
